129,0,http://windowsphone.uservoice.com/forums/101801-feature-suggestions/suggestions/6080912-we-want-open-the-app-by-tap-the-quick-status-icon
130,1,allow nfc capable windows phones pay wallet app use nfc location card reader support
131,0,google wallet able 3 year
132,0,youtube use google wallet mcd.
133,0,support destroy argument apple device time soon close gap functionality wp android
134,1,developer need create edit document windows store apps
135,0,integrate winrt app office
136,0,openxml sdk office winrt office primary interop assembly class winrt win8 application need productive business
137,0,microsoft pubcenter claim interstitial
138,0,big ad format interstitial know ad network
139,0,interstitial display break point app game
140,0,app game developer important good fill rate
141,0,allow prefetch ad allow developer optimise ad strategy
142,0,able house ad pubcenter fill ad request
143,1,provide access cpu gpu datum c
144,0,style page font style italic font segoe ui render bold style rest page
145,0,http://social.msdn.microsoft.com/forums/windowsapps/en-us/2c0cbd51-ae37-4ab7-a3e4-7e1d7cce8643/segoe-ui-italic-looks-bold?forum=winappswithhtml5 screenshot possible bug
146,0,suggestion close need mark complete
147,0,know support current device read nfc card tag low level
148,0,deceptive device nfc capability reality read specific type tag
149,0,product need support nfc card read write exist device type card mifare ul ulc calypso desfire maybe read wp8.1 functionality add device specific nfc chipset currently present device
150,1,provide low level reading write functionality nfc device field
151,0,product need support nfc card read write exist device type card mifare ul ulc calypso desfire maybe read wp8.1 functionality
152,0,supremely annoying develop certification wait time add app purchase product dev center
153,0,sure think reason certification need merely price key type
154,1,remove cert process allow add instantly
155,0,port windows 8 app windows phone 8 feel universal app template awesome thing increase productivity 1 create pages usercontrol folder let face want create sh app ui platform end create page control version
156,0,vs2013 create folder project bring class page user control original project
157,0,state folder use pages usercontrols rule deal
158,0,2 use settingsflyouts time replicate page windows phone project
159,1,automatic
160,0,3 likewise app bar windows 8 translate windows phone version automatically example button find control
161,0,4 styles.xaml whatev file contain templates styles 1
162,0,believe kind automatic measure remember 4 port simple app
163,1,recognize threshold arrive code matching windows windows phone achieve 100 matter anymore time nice addition
164,0,state folder use page
165,0,wish pubcenter way merge app platform windows windows phone obviously include universal apps
166,0,use headphone music pause cortanta notify incoming text message
167,0,music continue play respond notification
168,0,podacast pause continue play inaudibly background interact cortanta
169,1,bug fix medium play pause interact cortanta
170,1,trial feature build automatic enforcement user prompt disabling etc windows store
171,0,windows store choose trial mode app pick number day want trial
172,0,care
173,0,user uninstall trial track fact prevent start new trial later
174,0,contrast windows phone world developer indicate trial mode store manually track number day install user purchase etc
175,0,user uninstall install later developer idea
176,0,add trial mode windows phone feel like implement pray
177,0,absolutely love windows store implementation
178,1,store combine bring build trial mode support windows phone
179,0,contrast windows phone world developer indicate trial mode store manually track number day
180,1,able start app like flashlight app directly notification center
181,1,add recent place suggestedstartlocation fileopenpicker api
182,0,time hard navigate time location
183,1,provide access calendar api customize day style base requirement
184,0,frustrating windows windows phone developer hint send certification fail report easy tackle obvious issue arise restriction windows/ windows phone
185,0,hard find solution hear right pointer keyword efficiently nearly effortlessly
186,0,example obvious issue easy solution know problem app fail certification dark light theme problem
187,0,set background fix color black code light theme font color set white black windows phone automatically text readable
188,0,problem occur multiple code place case
189,0,"add follow line report probably send thousand time save hour search efficient solution reading ---------------------- help dark light theme problem visibility)application current resources[""phonedarkthemevisibility similar brush)application current resources[""phonebackgroundbrush ---------------------- maybe additional link documentation frustrating windows windows phone developer hint send certification fail report easy tackle obvious issue arise restriction windows/ windows phone"
190,0,set background fix color black
191,0,close
192,0,implement auto upload feature silverlight 8.1 application cause application clickable auto upload setting menu phone setting
193,0,information http://social.msdn.microsoft.com/forums/windowsapps/en-us/2ebba203-dae1-409e-940e-14e33b422a21/auto-upload-app-not-launching-in-settings-page?forum=wpdevelop
194,1,release lock screen api developer treat devs equally
195,0,create app use mediastreamsource stream audio windows phone 8.0 work great
196,0,"port app windows phone 8.1 sound flicker component stack overflow ""- e"
197,0,discussion msdn forum http://social.msdn.microsoft.com/forums/wpapps/en-us/37ac0ed7-1884-4251-9914-07fae6467b98/mediastreamsource-not-working-properly-in-windows-phone-81?forum=wpdevelop sample project source code https://wp8libflac.codeplex.com/
198,0,publish app windows phone store windows app store
199,1,want bundle app
200,0,unfortunately able set price marketplace way
201,0,windows app store choose price tier
202,0,country price automatically set
203,0,windows phone store able set price county separately
204,1,need windows app store 1
205,0,exchange rate us$ low
206,0,rate set 1 1
207,0,calculate price change price country manually lot country change
208,0,willing charge canada europe 2
209,0,change exchange rate argentina indonesia south africa
210,0,rate low set value manually 3
211,0,checkbox add additional fee 13.9 normal store fee percentage net receipts deduct calculate application proceeds market argentina chile colombia costa rica malaysia mexico peru south africa
212,0,fee apply alternative payment method e.g.
213,0,carrier billing credit card transaction windows phone store publish app windows phone store windows app store
214,0,calculate price
215,0,currently possible change package identity app publish bit frustrating
216,0,user like wait click app
217,0,splash screen app consumer wait actual screen load
218,0,impression app slow
219,1,think microsoft need consider splash screen
220,1,user click app directly ui lag
221,0,let normal http:// uri able send notification app use window.external.notify https:// uri
222,0,power developer decide page allow use scriptnotify event
223,1,extend mediaelement support youtube video simple
224,0,probably collaborate google challenge
225,0,unleash developer power store win
226,0,"bug easy reproduce var wbmp new writeablebitmap(480,640 await wbmp setsourceasync(stream //the stream come picture large size i.e."
227,0,960x1280 check property wbmp pixelwidth 960 pixelheight 1280 pixelbuffer length 1228800 length pixelbuffer totally wrong buffer size shoud 960 x 1280 x 4 4915200 wrong value 1228800 come original size 480 x 640 x 4
228,1,think bug think writeablebitmap decide update pixelwidth pixelheight property update pixelbuffer data inconsistent
229,0,era connected tv
230,1,windows developer need api control tv tuner display digital medium screen time
231,1,multitask real thing like video mini calc browse thing
232,1,limit number app accord screen size
233,1,provide api use cortana service app provide implementable interface(s expose app services cortana cortana method developer worldwide extend functionality
234,1,add api 's share reading list
235,0,useful feature
236,1,useful share reading list chrome extension mac desktop ios
237,0,listview grouped item
238,0,"listview grid row=""1 selectionmode=""none isitemclickenabled=""false itemssource=""{bind source={staticresource csvlist listview groupstyle groupstyle groupstyle headertemplate datatemplate grid border borderthickness=""2 borderbrush=""blue textblock text=""{binding key margin=""5,0,0,0 style=""{staticresource subheadertextblockstyle foreground=""white /border /grid /datatemplate /groupstyle headertemplate /groupstyle /listview groupstyle listview itemtemplate datatemplate ... /datatemplate /listview itemtemplate listview itemcontainerstyle style targettype=""listviewitem setter property=""horizontalcontentalignment value=""stretch /style /listview itemcontainerstyle /listview use xaml definition work groupheader wide listview"
239,0,"reason insert width=""{bind actualwidth elementname hubevidenza mode oneway --hubevidenza root container hubsection -- content groupstyle headertemplate"
240,0,work ... header group display
241,0,problem windows 8.1 windowsphone 8.1 listview grouped item
242,0,work ... header
243,1,provide way list instal application phone
244,0,acutally respect users regional format setting
245,0,start window phone 8.1 emulator follow configuration testing purpose ui language german region format setting irish
246,0,find way information user set format setting irish
247,1,wish format datetime like user want
248,0,regional format automaticly mean region set device ui langauge choose
249,0,devices set ui english want timestamps dates german format ...
250,0,moment way set user phone setting
251,0,devices set ui english want
252,0,app windows phone able run lock screen time
253,0,new universal app model provide functionality
254,1,add future version important feature app
255,0,windows phone 8.1 introduce social extensibility framework
256,0,allow party app integrate people hub 's new feed etc
257,0,currently integration lock select app developer access
258,0,documentation windows phone socialintegration namespace limit
259,1,like microsoft open framework developer
260,0,understand framework develop real word usage measure
261,1,allow use locally sideload emulator
262,0,think provide valuable feedback come exciting scenario 's use framework
263,0,think provide valuable feedback come exciting scenario 's
264,0,create export project win8.1 app instruction provide site try install app win8
265,0,cert
266,0,instal successfully
267,0,try install app error
268,0,storeapp\appstudio windows_1.0.0.0_anycpu.appx
269,0,allow bind isvisible mvvm scenario
270,0,possibly property parent choose popup reveal
271,0,suitable mvvm
272,1,like record audio video file play audio file background
273,0,reason figure company microsoft find
274,0,killer app wait window catch
275,0,know set speaker microphone way separate left speaker right lot devs happy able
276,0,convenient swipe gesture fun tap method
277,1,swipe gesture tap method
278,0,set difference swipe right launch setting menu swipe left launch app list
279,0,currently develop app post photo user 's picasa account
280,0,user request app provide functionality edit photo account upload new version
281,0,think good resource implement functionality great photo editing app market
282,1,like ability pass photo app app user 's choice app picker support select photo type
283,0,user function select app e.g.
284,1,add filter crop etc open app pass edit file app
285,0,extend power available share picker perform generic task result good experience user
286,0,sandbox mentality os
287,0,available winrt silverlight application
288,0,user function select app
289,1,thing increbible phone sound whistle clap hand certain pattern wich preset phone owner find phone buddy text find
290,1,lockscreen -should able chose tiny black outline letter write properly clear white lock screen
291,1,-should able transparent save pgn lockscreen like wp7.5 notification center -should able control screen notification center half open
292,1,-should able control music play pause previous song info directly notification center
293,1,xbox music -should able swap music player sideways
294,1,picture -need open albums instead picture mail center -would awesome open page seperate account
295,0,choose open
296,1,-should able transparent save pgn lockscreen like wp7.5 notification center -should able control screen
297,1,report include price final payment
298,0,company need correct sale estimate account purpose
299,0,windows 8.1 sdk bring lot build transition easy develop native like app
300,0,miss list animation settings messaging app open close
301,0,property like isstaggeringenabled isstaggerelement commonnavigationinfo class animation feel like native
302,0,thank good work windows phone
303,1,necessary condition developer choose proper represent application high quality image application symbol store matching modern ui app simply ugly icon pixelat android like pirate mislead ..
304,0,time app game free limited time offer promotion
305,0,user miss need category app free price change limited time offer like red stripe deal
306,0,ie wp8.1 update error load page body tag contain onload window.location function i.e.
307,0,"onload=""window.location='#april"
308,0,try backup restore yesterday
309,0,wp8.1 backup restore app
310,0,nokia 's app example nokia camera maps drive+
311,0,need install manually
312,0,nokia app instal default buy phone photo video relate app restore
313,0,restore phone maps drive+ tile
314,0,sign app exist store
315,0,course exist store
316,0,instal manually later
317,0,contact different default ringtone
318,0,restore
319,0,contact ringtone
320,0,glance screen setting night mode restore
321,0,course exist store
322,0,recently use api private client certificate
323,0,surprised read msdn return result async
324,0,think return import pfx
325,0,"scenario clearly api change help improve code flow var clientcert ensurecertficatesasync function logger.trace(""check client certificate clientcert logger.info(""us load client certificate return winjs.promise.as(clientcert var certquery new certificates certificatequery certquery.friendlyname client cert return certificates certificatestores.findallasync(certquery).then(function(cert certs.length return windows storage storagefile.getfilefromapplicationuriasync(""ms appx:///cert client.pfx .then(windows storage fileio.readbufferasync).then(function(buffer var pfx windows security cryptography cryptographicbuffer.encodetobase64string(buffer logger.info(""install client certificate return certificates certificateenrollmentmanager.importpfxdataasync pfx xxxxx certificates exportoption.notexportable certificates keyprotectionlevel.noconsent certificates installoptions.none certquery.friendlyname .then(function // search store omit logger.info(""client certificate instal return certificates certificatestores.findallasync(certquery .then(function(certs return clientcert certs[0 logger.info(""client certificate instal return clientcert certs[0 instal pfx query store fetch pfx use httpclient filter"
326,0,break change
327,0,current user expect return success continuation check return value
328,0,thank consideration
329,0,"scenario clearly api change help improve code flow var clientcert ensurecertficatesasync function logger.trace(""check client certificate clientcert logger.info(""us load client certificate return winjs.promise.as(clientcert var certquery new certificates certificatequery certquery.friendlyname client cert return certificates certificatestores.findallasync(certquery).then(function(cert certs.length return"
330,0,lot
331,0,wifis display usable ... android device work fine
332,1,arabic keyboard find lumia 610 support arabic
333,1,add xap support app like explorer opera
334,0,currently send email use wp8 attach photo
335,1,software needs access sky drive option send file store
336,0,common sense
337,0,useful possibility use api automatically disable lock screen approach house reverse enable lock screen leave house
338,0,feature operational system ...
339,0,case enterprise want signed app instal use house touch kiosk(pc machine possible use usb installation
340,1,add payoneer payment method windows phone store windows store pubcenter earning
341,1,need nd filter attachment grip case ..
342,0,note 3 lg g2 xperia z1 snapdragon 800 support 4k video recording lumia phone ..
343,0,think software update require ..
344,0,currently d2d windows phone id2d1factory::createwicbitmaprendertarget strangely support
345,1,like able hq software render use direct2d.
346,0,quote windows phone web site https:/dev.windowsphone.com en oem doc welcome windows_phone_8.1 windows phone 8.1 introduce ability write certain driver user mode driver use umdf 2.0
347,0,umdf 2.0 write umdf driver use c style syntax method available kmdf driver limit phone maker oem
348,0,phone like pc use hardware extension start appear like structure sensor design work iphone android
349,1,umdf usb driver absolutely safe harm system guard penetrate sp network good idea allow 3rd party register device driver developer able develop umdf sign driver submit testing approval device mention
350,0,umdf usb driver absolutely safe harm
351,0,app download appear report typically 3 5 day delay 24 hr support
352,0,amazing platform perform blaze speeds(benchmark good operation management framework place
353,0,albeit 24 hr slow 3 5 day
354,0,dashboard reporting need somebody accountable attention
355,0,calendar tile wp8.1 date froz hang
356,0,happen 2nd big wp8.1 update
357,0,tile current date event
358,0,notice happen tile birthday event
359,0,event new day arrive tile update
360,0,click tile work 's calendar open
361,0,know platform app purchase app link
362,0,phone u use window write dial pad contact list
363,0,window time hav open contact search .. ex
364,0,jack hav write 5225
365,0,list appear select list n
366,0,push store app add msn web site
367,0,hi use 720 .... upgrade cell 8.1 developer preview
368,0,follow observations:- 1 time phone hang receive ..... cell ring normally ring .. pickup phone remain lock screen hang state
369,0,force start require
370,0,2 mute option work smoothly
371,0,case:- mute phone state ringer+ notification media+ app mute successfully .. un mute function work smoothly .. restart require un- mute ... 2 time observe
372,0,function work fine 8.0 version
373,0,windows 8.1 fantastic
374,0,windows
375,0,hi apologies post wrong place
376,0,post wp community site
377,0,upgrade late 8.10.12382.878 cellular datum unstable zero
378,0,shut minute weirdly access mno homepage
379,0,particularly bad 4 g limit connection speed 3 g help little
380,0,detail handset nokia lumia 1520 operator 3uk unstable zero ceullar datum update wp 8.10.12382.878 early wp 8.1 update fine data work fine wi fi problem occur switch cellular datum cellular data work minute ie report error find server dns error app work facebook report problem datum cellular datum -the icon flicker h h+ 3 g 4 g toggling airline mode restore datum minute -shuts check apn setting correct manually add identical -apn profile effect toggle airline mode select 3 g max connection speed help albeit marginally strangely datum connection stop allow access mno 's home page three.co.uk network detect tether mno confirm block account hard reset difference include factory reset soft reset difference use vpn phone sim official nanosim uk
381,0,try reseat turn data sense wifi sense amke difference help
382,0,cheers alan hi apologies post wrong place
383,0,detail handset nokia lumia 1520 operator 3uk unstable zero ceullar datum update wp 8.10.12382.878 early wp 8.1 update fine data work fine
384,1,developer like ease app submission process able upload app submission single archive package submission
385,1,archive zip file contain meta datum xml file support file e.g. xap screenshot etc
386,0,store team need ingest app provide store
387,0,apple provide similar capability itunes connect https://developer.apple.com/library/mac/documentation/languagesutilities/conceptual/itunesconnect_guide/8_addingnewapps/addingnewapps.html
388,0,capability enhance submission experience allow store submission add track developer 's source control system e.g. tfs git
389,1,optionally great capability support selection market price point app intend target
390,0,starting point fine developer download dev center starter template zip file basic xml template placeholder filename developer tweak modify app want submit
391,0,capability enhance submission experience allow store submission add track
392,0,want log complaint unequal developer treatment dpe east africa
393,0,alot unequal favoritism regard developer support issue like windows testing devices
394,0,certain people request device immediately
395,0,unequal judging process base friendship merit app quality
396,0,right nepotistic
397,0,launch complaint behalf good faith
398,0,kindly urge look matter
399,0,thank advance
400,1,support windows medium edit api windows 8
401,0,currently support windows phone
402,1,change cellular+sim auto switch wifi preferred network new manual datum connection management annoying result hi data usage cellular network
403,0,http stack help write complete web server inside phone use host webpage download file phone browser etc
404,1,able select default application certain function
405,0,instance click hyperlinked phone number option phone skype
406,1,like able tell system open skype
407,0,map youtube link website link app etc ...
408,0,currently file simply flag delete
409,0,file remove storage
410,0,today criminal government spy world simply flag file delete secure pry eye
411,1,consider add option erase file overwrite bit garbage catalog entry file
412,0,actual erasure background process
413,0,consider add group policy enforce erasure
414,1,hey class framework like songcollection playlists etc immutable unabstract
415,0,right impossible create custom playlist medium player app transfer song iso
416,0,easy class immutable song collection class use simply list add remove song like collection mediaplayer play(songcollection coll use effectively
417,1,extend background agent player play audio track song thank
418,0,problem contact class windows 8.1 windowsphone 8.1 code var p new windows applicationmodel contact contactpicker p desiredfieldswithcontactfieldtype add(window applicationmodel contact contactfieldtype email ilist windows applicationmodel contact contact contact await p pickcontactsasync contact count 0 foreach windows applicationmodel contact contact c contact await new windows ui.popup messagedialog(c firstname c lastname \n c id).showasync windows 8.1 field lastname field firstname contain lastname
419,0,windowsphone 8.1 content field firstname lastname correct run app smartphone pickcontactasync method crash code work windows phone 8.1 deploy visual studio device problem contact class windows 8.1 windowsphone 8.1 code var p new windows applicationmodel contact contactpicker p desiredfieldswithcontactfieldtype add(window applicationmodel contact contactfieldtype email ilist windows applicationmodel contact contact contact await p pickcontactsasync contact count 0 foreach windows applicationmodel contact contact c contact await new windows ui.popup messagedialog(c firstname c lastname \n c id).showasync windows 8.1 field lastname field firstname contain lastname
420,0,windowsphone 8.1 content field firstname lastname correct run app smartphone pickcontactasync method crash code work windows phone 8.1
421,0,reason enter number dialler task app wp7.5 wp8.0 wp8.1 result message enter service code directly phone 's keypad
422,0,mean use gsm service code dialler app e.g.
423,0,setting conditional forwarding need 61
424,0,love universal app approach
425,0,wp app need alarm
426,0,find msdn alarm manager class support
427,0,stick sliverlight8.1
428,0,alarm feature implement winrt support phone
429,0,find interesting thing try install app 3 different type wp silverlight 8 wp silverlight 8.1 universal app sd card
430,0,set store new app sd card storage sense start install app
431,0,installation wp silverlight 8 app instal phone sd storage sense
432,0,wp silverlight 8.1 app instal phone sd storage sense
433,0,universal app instal sd directly
434,0,universal app
435,0,hate turn game music volume hear phone ring later forget turn volume
436,1,add 2 property gridview control
437,0,boolean adaptitemheight integer maxnumberofcolumns adaptitemheight set true height gridviewitem variable
438,0,item adapt height content
439,0,maxnumberofcolum limit number column
440,0,property especially usefull adaptitemheight set true
441,0,bit surprise action center
442,1,think think like bb10 hub
443,0,right double experience live tile provide
444,0,nice notification news example able read short extract experience dynamic rich notification display gesture left home screen edge swipe w8.1 app run lock screen customizable 5 app icon openable tap instead unroll notif center form bit surprise action center
445,0,nice notification news example able read short extract experience dynamic rich notification display gesture left home screen edge swipe w8.1 app run lock screen customizable 5
446,1,comfortable able read entire notification center notification wp8.1
447,0,currently hard debug hybrid webapps
448,0,create webview simply dom normal information wrong wrong
449,0,platform like ios android feature mean debug webview desktopbrowser
450,0,connect iphone mac view webview safari develop->debug
451,0,voor android device open chrome device
452,0,webdeveloper easy way debug application wrong ie10 lot wrong ie11 good easy cross platform app run like android ios
453,1,mean inspect app site need improve greatly
454,0,console need manually thing console error dom
455,0,let inspect resource timeline html css javascript error
456,0,framework like angular node jquery etc popular need mean debug app provide good web experience
457,0,webdeveloper easy way debug application wrong
458,0,currently app transfer account retain believe rating user app etc
459,0,support ticket
460,0,app app purchase eligible transfer
461,0,iap completely remove app delete developer account
462,0,app iap eligible transfer
463,0,understand high priority platform grow absolutely necessary
464,0,app like transfer iaps
465,0,reason remove iaps app eligible transfer
466,0,unfortunate
467,0,reason transfer app transfer ownership different person group ex app purchase different company
468,1,ideally great transfer app include iap intact
469,0,logistically imagine nightmare
470,0,iaps remove app delete dev account app transferable
471,0,app like transfer iaps
472,0,copyfolderasync method miss winrt non obvious reason
473,0,example implementation http://social.msdn.microsoft.com/forums/windowsapps/en-us/7aeb4791-3f5b-4e18-93be-0b6191cf6b72/code-snippet-storagefoldercopyfolder-method?forum=winappswithhtml5
474,0,lumia 925 run os 8.10.12382.878 firmware revision number 3051.4000.1345.1003 hardware revision number:0.5.0.1 radio software version 3.2.0407.1 chip soc version 8960 problem occur read email pull form microsoft exchange server use build exchange client
475,0,problem follow nature amread long corespondence mail multiple reply 's press button screen black mailbox view
476,0,press home button approx 5 second home screen appear
477,0,idea report developer forum place
478,0,br dejan hi
479,0,idea report
480,1,game game folder
481,0,apply new policy exist especially relate exist credibility market lose
482,0,app store current policy time point apply new policy developer work old stuff
483,0,develop app generic policy sense
484,0,developer submit app fail reason policy worth send developer exactly happen app
485,0,thing wrong app fail 2.11 generic message use app develop read policy understanding policy
486,0,simply app fail policy number 2.11 developer benefit confused couple time frustrating
487,0,little developer think point spending time
488,1,responsible specific detail app fail point policy talk thing
489,0,work firm company independent developer source helper
490,0,simply app fail policy number 2.11 developer benefit
491,0,windows 8 phone default calculator annoying able copy paste number calculator app
492,0,find manually tab figure enter
493,1,easy fix add copy paste function add figure copy figure
494,0,windows 8 phone
495,1,need copy paste function import export figure calculator
496,0,copy number internet document try calculator app
497,0,find manually
498,1,convinient copyandreplaceasync method return similar copyasync method
499,0,file replace
500,0,chain additional operation easy
501,0,enter thing like version number application etc submit new app ground mistake
502,0,app manifest version number application
503,0,upload xap store look manifest pre populate correspond field submission instead chance mismatch
504,0,wifi terrible 8.1 update
505,0,use wifi yard
506,0,stand outside wall router
507,0,idea large size tile interactive live tile pause prev song xbox music live tile read mail open app etc ... photo background dark light like window 8
508,1,let window phone colorful
509,1,app sort date instal use ... official app folder window phone group like windows setting like control panel window 8
510,0,idea vote
511,0,
512,0,window phone 8 nokia lumia 820 send email attach small picture email receive size attachment change depend body email
513,0,body include image attach
514,0,try send attachement 2 different email line body lot line difference attachement size
515,0,currently dialogue level windows phone store support break option reach high level talk resolve kind misunderstanding
516,0,windows phone support team simply refuse communication stop
517,0,unbelievably exactly
518,0,azure support system good example work
519,0,communication email support officer 's manager generic escalation email include
520,1,windows phone store want leave developer end user let sub pair support quality
521,0,microsoft understand refuse adequate support developer strike thousand customer use publisher 's application leave update improvement
